LAPORAN REALISASI SP2D TA 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Per Program; Kegiatan; Output; SubOutput; Komponen; SubKomponen; Akun; Item;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode Februari 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Kementerian	:";;;;;;;;;;;;;;054;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Unit Organisasi	";;;;;;;;;;;;;;01;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Satuan Kerja   	:";;;;;;;;;;;;;;018839;BADAN PUSAT STATISTIK KAB. MAJALENGKA;;;;;;;;;;;;;Hal 1 dari;;; 44;;;
Uraian;;;;;;;;;;;;;;;;;Pagu Revisi;;Lock Pagu;;Realisasi TA 2026;;;;;;;;;SISA ANGGARAN;;;;
;;;;;;;;;;;;;;;;;;;;;Periode Lalu;;Periode Ini;s.d. Periode ;;;%;;;;;;;
;;;;;;;;;;;;;000371. pencetakan kuesioner pelatihan petugas Susenas maret 2027;;;1.504.000;;0;;;;0;0;;0;;;0,00 %;;1.504.000;;;;
;;;;;;;;;;;;;000372. pencetakan kuesioner pelatihan petugas Susenas september;;;438.000;;0;;;;0;0;;0;;;0,00 %;;438.000;;;;
;;;;;;;;;;;;;000373. pencetakan kuesioner vseruti26.inti (pelatihan petugas susenas maret);;;48.000;;0;;;;0;0;;0;;;0,00 %;;48.000;;;;
;;;;;;;;;;;;;000374. pencetakan vseruti26.inti (pelaksanaan lapangan seruti triwulan 2, 3, dan 4);;;2.217.000;;0;;;;0;0;;0;;;0,00 %;;2.217.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;960.000;;0;;;;0;720.000;;720.000;;;75,00 %;;240.000;;;;
;;;;;;;;;;;;;000375. transport responden role playing pelatihan petugas susenas maret;;;720.000;;0;;;;0;720.000;;720.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000376. transport responden role playing pelatihan petugas susenas september;;;240.000;;0;;;;0;0;;0;;;0,00 %;;240.000;;;;
;;;;;;;524114;;;;;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;;;;89.225.000;;0;;;;49.440.000;7.730.000;;57.170.000;;;64,07 %;;32.055.000;;;;
;;;;;;;;;;;;;000377. pelatihan petugas susenas maret;;;40.600.000;;0;;;;40.600.000;0;;40.600.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000378. pelatihan petugas susenas september;;;24.640.000;;0;;;;0;0;;0;;;0,00 %;;24.640.000;;;;
;;;;;;;;;;;;;000379. perjalanan petugas susenas maret;;;16.570.000;;0;;;;8.840.000;7.730.000;;16.570.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000380. perjalanan petugas susenas september;;;7.415.000;;0;;;;0;0;;0;;;0,00 %;;7.415.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;19.986.000;;0;;;;0;5.774.000;;5.774.000;;;28,89 %;;14.212.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;19.986.000;;0;;;;0;5.774.000;;5.774.000;;;28,89 %;;14.212.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;2.204.000;;0;;;;0;2.204.000;;2.204.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000644. konsumsi rapat evaluasi susenas Maret;;;2.204.000;;0;;;;0;2.204.000;;2.204.000;;;100,00 %;;0;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;524111;;;;;Belanja Perjalanan Dinas Biasa;;;;12.457.000;;0;;;;0;0;;0;;;0,00 %;;12.457.000;;;;
;;;;;;;;;;;;;000645. Perjalanan peserta dalam rangka konsultasi;;;12.457.000;;0;;;;0;0;;0;;;0,00 %;;12.457.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;5.325.000;;0;;;;0;3.570.000;;3.570.000;;;67,04 %;;1.755.000;;;;
;;;;;;;;;;;;;000381. pengawasan kab/kota ke kecamatan dalam rangka seruti;;;650.000;;0;;;;0;0;;0;;;0,00 %;;650.000;;;;
;;;;;;;;;;;;;000383. pengawasan lapangan dari bps kab/kota ke kec susenas september;;;325.000;;0;;;;0;0;;0;;;0,00 %;;325.000;;;;
;;;;;;;;;;;;;000643. transport lokal rapat evaluasi susenas;;;4.350.000;;0;;;;0;3.570.000;;3.570.000;;;82,07 %;;780.000;;;;
;GG.2907;;;;;;;Penyediaan dan Pengembangan Statistik Ketahanan Sosial;;;;;;;;79.152.000;;0;;;;0;0;;0;;;0,00 %;;79.152.000;;;;
;;BMA;;;;Data dan Informasi Publik;;;;;;;;;;67.264.000;;0;;;;0;0;;0;;;0,00 %;;67.264.000;;;;
;;BMA.006;;;;;;;;PUBLIKASI/LAPORAN STATISTIK KETAHANAN SOSIAL;;;;;;465.000;;0;;;;0;0;;0;;;0,00 %;;465.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;125.000;;0;;;;0;0;;0;;;0,00 %;;125.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;125.000;;0;;;;0;0;;0;;;0,00 %;;125.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;125.000;;0;;;;0;0;;0;;;0,00 %;;125.000;;;;
;;;;;;;;;;;;;000400. pengadaan atk, kertas dan bahan cetak bps kabupaten/kota;;;125.000;;0;;;;0;0;;0;;;0,00 %;;125.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;;;;;;;;;;000401. transport lokal BPS kab/kota;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;BMA.008;;;;;;;;PUBLIKASI/LAPORAN PENDATAAN POTENSI DESA;;;;;;66.799.000;;0;;;;0;0;;0;;;0,00 %;;66.799.000;;;;
;;;;005;;;;;Dukungan Penyelenggaraan Tugas dan Fungsi Unit;;;;;;;30.261.000;;0;;;;0;0;;0;;;0,00 %;;30.261.000;;;;
;;;;;005.0A;;;;;;TANPA SUB KOMPONEN;;;;;30.261.000;;0;;;;0;0;;0;;;0,00 %;;30.261.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;19.551.000;;0;;;;0;0;;0;;;0,00 %;;19.551.000;;;;
;;;;;;;;;;;;;000391. Honor petugas pendataan lapangan;;;19.551.000;;0;;;;0;0;;0;;;0,00 %;;19.551.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;10.710.000;;0;;;;0;0;;0;;;0,00 %;;10.710.000;;;;
;;;;;;;;;;;;;000392. Transport petugas pemeriksaan lapangan desa;;;1.870.000;;0;;;;0;0;;0;;;0,00 %;;1.870.000;;;;
;;;;;;;;;;;;;000393. Transport petugas pendataan lapangan desa;;;8.840.000;;0;;;;0;0;;0;;;0,00 %;;8.840.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;32.713.000;;0;;;;0;0;;0;;;0,00 %;;32.713.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;32.713.000;;0;;;;0;0;;0;;;0,00 %;;32.713.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;2.350.000;;0;;;;0;0;;0;;;0,00 %;;2.350.000;;;;
;;;;;;;;;;;;;000394. Perlengkapan Fullday pelatihan petugas;;;2.350.000;;0;;;;0;0;;0;;;0,00 %;;2.350.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;1.998.000;;0;;;;0;0;;0;;;0,00 %;;1.998.000;;;;
;;;;;;;;;;;;;000395. Honor Pengajar Fullday pelatihan petugas;;;1.998.000;;0;;;;0;0;;0;;;0,00 %;;1.998.000;;;;
;;;;;;;524114;;;;;Belanja Perjalanan Dinas Paket Meeting Dalam Kota;;;;28.365.000;;0;;;;0;0;;0;;;0,00 %;;28.365.000;;;;
;;;;;;;;;;;;;000396. Paket Meeting Fullday pelatihan petugas;;;20.400.000;;0;;;;0;0;;0;;;0,00 %;;20.400.000;;;;
;;;;;;;;;;;;;000397. Perjalanan Fullday pelatihan petugas;;;7.965.000;;0;;;;0;0;;0;;;0,00 %;;7.965.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;3.825.000;;0;;;;0;0;;0;;;0,00 %;;3.825.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;3.825.000;;0;;;;0;0;;0;;;0,00 %;;3.825.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;3.500.000;;0;;;;0;0;;0;;;0,00 %;;3.500.000;;;;
;;;;;;;;;;;;;000398. Paket Data Petugas Lapangan;;;3.500.000;;0;;;;0;0;;0;;;0,00 %;;3.500.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;325.000;;0;;;;0;0;;0;;;0,00 %;;325.000;;;;
;;;;;;;;;;;;;000399. Pengawasan kabupaten/kota ke desa;;;325.000;;0;;;;0;0;;0;;;0,00 %;;325.000;;;;
;;UBB;;;;Fasilitasi dan Pembinaan Pemerintah Desa;;;;;;;;;;11.888.000;;0;;;;0;0;;0;;;0,00 %;;11.888.000;;;;
;;UBB.006;;;;;;;;PEMBINAAN DESA CINTA STATISTIK;;;;;;11.888.000;;0;;;;0;0;;0;;;0,00 %;;11.888.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;4.580.000;;0;;;;0;0;;0;;;0,00 %;;4.580.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;4.580.000;;0;;;;0;0;;0;;;0,00 %;;4.580.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;2.680.000;;0;;;;0;0;;0;;;0,00 %;;2.680.000;;;;
;;;;;;;;;;;;;000402. Konsumsi Desa Cantik;;;2.280.000;;0;;;;0;0;;0;;;0,00 %;;2.280.000;;;;
;;;;;;;;;;;;;000403. Biaya cetak spanduk dalam rangka sosialisasi Desa Cantik di Kab/Kota;;;400.000;;0;;;;0;0;;0;;;0,00 %;;400.000;;;;
;;;;;;;522151;;;;;Belanja Jasa Profesi;;;;1.900.000;;0;;;;0;0;;0;;;0,00 %;;1.900.000;;;;
;;;;;;;;;;;;;000404. Honor Narasumber Pejabat Eselon II/yang disetarakan;;;1.000.000;;0;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;;;;;;;000405. Honor narasumber Pejabat Eselon III kebawah/yang disetarakan;;;900.000;;0;;;;0;0;;0;;;0,00 %;;900.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;;;;;;;;;;000408. Perjalanan Pengawasan/Pendampingan BPS Kabkota dalam rangka Desa cantik;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;054;;;;;DISEMINASI DAN EVALUASI;;;;;;;6.968.000;;0;;;;0;0;;0;;;0,00 %;;6.968.000;;;;
;;;;;054.0A;;;;;;TANPA SUB KOMPONEN;;;;;6.968.000;;0;;;;0;0;;0;;;0,00 %;;6.968.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;2.548.000;;0;;;;0;0;;0;;;0,00 %;;2.548.000;;;;
;;;;;;;;;;;;;000409. Konsumsi evaluasi desa cantik;;;2.548.000;;0;;;;0;0;;0;;;0,00 %;;2.548.000;;;;
;;;;;;;524111;;;;;Belanja Perjalanan Dinas Biasa;;;;4.420.000;;0;;;;0;0;;0;;;0,00 %;;4.420.000;;;;
;;;;;;;;;;;;;000410. Perjalanan peserta dalam rangka evaluasi desa cantik;;;4.420.000;;0;;;;0;0;;0;;;0,00 %;;4.420.000;;;;
;GG.2908;;;;;;;Penyediaan dan Pengembangan Statistik Keuangan, Teknologi Informasi, dan Pariwisata;;;;;;;;55.523.000;;0;;;;0;2.689.650;;2.689.650;;;4,84 %;;52.833.350;;;;
;;BMA;;;;Data dan Informasi Publik;;;;;;;;;;55.523.000;;0;;;;0;2.689.650;;2.689.650;;;4,84 %;;52.833.350;;;;
;;BMA.004;;;;;;;;PUBLIKASI/LAPORAN STATISTIK KEUANGAN, TEKNOLOGI INFORMASI, DAN PARIWISATA;;;;;;55.523.000;;0;;;;0;2.689.650;;2.689.650;;;4,84 %;;52.833.350;;;;
;;;;005;;;;;Dukungan Penyelenggaraan Tugas dan Fungsi Unit;;;;;;;37.377.000;;0;;;;0;2.498.000;;2.498.000;;;6,68 %;;34.879.000;;;;
;;;;;005.0A;;;;;;TANPA SUB KOMPONEN;;;;;37.377.000;;0;;;;0;2.498.000;;2.498.000;;;6,68 %;;34.879.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;33.977.000;;0;;;;0;2.498.000;;2.498.000;;;7,35 %;;31.479.000;;;;
;;;;;;;;;;;;;000411. Honor Petugas Pendataan Lapangan Passenger Exit Survey (PES);;;7.632.000;;0;;;;0;848.000;;848.000;;;11,11 %;;6.784.000;;;;
;;;;;;;;;;;;;000412. Honor Petugas Pendataan Listing Survei Perusahaan/Usaha Penyedia Makan Minum UMK;;;876.000;;0;;;;0;0;;0;;;0,00 %;;876.000;;;;
;;;;;;;;;;;;;000413. Honor Petugas Pengolahan Survei Lembaga Keuangan - Koperasi Simpan Pinjam;;;195.000;;0;;;;0;0;;0;;;0,00 %;;195.000;;;;
;;;;;;;;;;;;;000414. Honor Petugas Pengolahan Survei Lembaga Keuangan - Pedagang Valuta Asing;;;28.000;;0;;;;0;0;;0;;;0,00 %;;28.000;;;;
;;;;;;;;;;;;;000415. Honor Petugas Pengolahan Survei Statistik Keuangan BUMD;;;75.000;;0;;;;0;0;;0;;;0,00 %;;75.000;;;;
;;;;;;;;;;;;;000416. Honor Petugas Pengolahan Survei Statistik Keuangan Keuangan Pemerintah Desa - K3;;;407.000;;0;;;;0;0;;0;;;0,00 %;;407.000;;;;
;;;;;;;;;;;;;000417. Honor Petugas Pendataan Lapangan Survei Lembaga Keuangan - Koperasi Simpan Pinjam;;;975.000;;0;;;;0;0;;0;;;0,00 %;;975.000;;;;
;;;;;;;;;;;;;000418. Honor Petugas Pendataan Lapangan Survei ;;;132.000;;0;;;;0;0;;0;;;0,00 %;;132.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Lembaga Keuangan - Pedagang Valuta Asing;;;132.000;;0;;;;0;0;;;;;;;132.000;;;;
;;;;;;;;;;;;;000419. Honor Petugas Pendataan Lapangan Survei Perusahaan/Usaha Penyedia Makan Minum UMK;;;1.881.000;;0;;;;0;0;;0;;;0,00 %;;1.881.000;;;;
;;;;;;;;;;;;;000420. Honor Petugas Pendataan Lapangan Survei Statistik Keuangan BUMD;;;375.000;;0;;;;0;0;;0;;;0,00 %;;375.000;;;;
;;;;;;;;;;;;;000421. Honor Petugas Pendataan Lapangan Survei Statistik Keuangan Keuangan Pemerintah Desa - K3;;;1.961.000;;0;;;;0;0;;0;;;0,00 %;;1.961.000;;;;
;;;;;;;;;;;;;000422. Honor Petugas Pendataan Lapangan Survei Usaha/Perusahaan Daya Tarik Wisata;;;1.650.000;;0;;;;0;0;;0;;;0,00 %;;1.650.000;;;;
;;;;;;;;;;;;;000423. Honor Petugas Pendataan Lapangan Survei Usaha/Perusahaan Penyedia Jasa Akomodasi Bulanan;;;15.840.000;;0;;;;0;1.650.000;;1.650.000;;;10,42 %;;14.190.000;;;;
;;;;;;;;;;;;;000424. Honor Petugas Pendataan Lapangan Survei Usaha/Perusahaan Penyedia Jasa Akomodasi Tahunan;;;1.950.000;;0;;;;0;0;;0;;;0,00 %;;1.950.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;3.400.000;;0;;;;0;0;;0;;;0,00 %;;3.400.000;;;;
;;;;;;;;;;;;;000425. Transport Lokal Petugas Pemeriksaan Lapangan Passenger Exit Survey (PES);;;680.000;;0;;;;0;0;;0;;;0,00 %;;680.000;;;;
;;;;;;;;;;;;;000426. Transport Lokal Petugas Pemeriksaan Listing Survei Perusahaan/Usaha Penyedia Makan Minum UMK;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000427. Transport lokal Petugas Pemeriksaan Lapangan Survei Lembaga Keuangan - Koperasi Simpan Pinjam;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000428. Transport lokal Petugas Pemeriksaan Lapangan Survei Lembaga Keuangan - Pedagang Valuta Asing;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000429. Transport Lokal Petugas Pemeriksaan Lapangan Survei Perusahaan/Usaha Penyedia Makan Minum UMK;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000430. Transport lokal Petugas Pemeriksaan Lapangan Survei Statistik Keuangan BUMD;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000431. Transport Lokal Petugas Pemeriksaan Lapangan Survei Statistik Keuangan Keuangan Pemerintah Desa - K3;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000432. Transport Lokal Petugas Pemeriksaan Lapangan Survei Usaha/Perusahaan Daya Tarik Wisata;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000433. Transport Lokal Petugas Pemeriksaan Lapangan Survei Usaha/Perusahaan Penyedia Jasa Akomodasi Bulanan;;;1.360.000;;0;;;;0;0;;0;;;0,00 %;;1.360.000;;;;
;;;;;;;;;;;;;000434. Transport Lokal Petugas Pemeriksaan Lapangan Survei Usaha/Perusahaan Penyedia Jasa Akomodasi Tahunan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;12.146.000;;0;;;;0;191.650;;191.650;;;1,58 %;;11.954.350;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;12.146.000;;0;;;;0;191.650;;191.650;;;1,58 %;;11.954.350;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;2.862.000;;0;;;;0;0;;0;;;0,00 %;;2.862.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000435. Konsumsi Pelatihan Petugas PES 2026 khusus pintu baru;;;588.000;;0;;;;0;0;;0;;;0,00 %;;588.000;;;;
;;;;;;;;;;;;;000436. Konsumsi Pelatihan Petugas PES 2027;;;588.000;;0;;;;0;0;;0;;;0,00 %;;588.000;;;;
;;;;;;;;;;;;;000437. Konsumsi Pelatihan Petugas Survei Bidang Jasa Pariwisata 2026;;;686.000;;0;;;;0;0;;0;;;0,00 %;;686.000;;;;
;;;;;;;;;;;;;000438. Perlengkapan Pelatihan Petugas PES 2026 khusus pintu baru;;;200.000;;0;;;;0;0;;0;;;0,00 %;;200.000;;;;
;;;;;;;;;;;;;000439. Perlengkapan Pelatihan Petugas PES 2027;;;200.000;;0;;;;0;0;;0;;;0,00 %;;200.000;;;;
;;;;;;;;;;;;;000440. Perlengkapan Pelatihan Petugas Survei Bidang Jasa Pariwisata 2026;;;350.000;;0;;;;0;0;;0;;;0,00 %;;350.000;;;;
;;;;;;;;;;;;;000441. Paket Data Pelatihan Petugas Survei Bidang Jasa Pariwisata 2026;;;250.000;;0;;;;0;0;;0;;;0,00 %;;250.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;5.994.000;;0;;;;0;0;;0;;;0,00 %;;5.994.000;;;;
;;;;;;;;;;;;;000442. Honor Pengajar Pelatihan Petugas PES 2026 khusus pintu baru;;;999.000;;0;;;;0;0;;0;;;0,00 %;;999.000;;;;
;;;;;;;;;;;;;000443. Honor Pengajar Pelatihan Petugas PES 2027;;;999.000;;0;;;;0;0;;0;;;0,00 %;;999.000;;;;
;;;;;;;;;;;;;000444. Honor Pengajar Pelatihan Petugas Survei Bidang Jasa Pariwisata 2026;;;3.996.000;;0;;;;0;0;;0;;;0,00 %;;3.996.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;910.000;;0;;;;0;191.650;;191.650;;;21,06 %;;718.350;;;;
;;;;;;;;;;;;;000445. Pencetakan Buku Pedoman PES 2026 khusus Pintu Baru;;;81.000;;0;;;;0;0;;0;;;0,00 %;;81.000;;;;
;;;;;;;;;;;;;000446. Pencetakan Kuesioner Survey Statistik Keuangan Pemerintah Desa (K3) 2025-2026;;;147.000;;0;;;;0;0;;0;;;0,00 %;;147.000;;;;
;;;;;;;;;;;;;000447. pengadaan atk kab/kota;;;250.000;;0;;;;0;0;;0;;;0,00 %;;250.000;;;;
;;;;;;;;;;;;;000448. Pengadaan komputer supplies Kab/Kota;;;250.000;;0;;;;0;191.650;;191.650;;;76,66 %;;58.350;;;;
;;;;;;;;;;;;;000454. Pencetakan kuesioner SLK Koperasi Simpan Pinjam;;;124.000;;0;;;;0;0;;0;;;0,00 %;;124.000;;;;
;;;;;;;;;;;;;000455. Pencetakan kuesioner SLK Pedagang Valuta Asing;;;16.000;;0;;;;0;0;;0;;;0,00 %;;16.000;;;;
;;;;;;;;;;;;;000456. Pencetakan Kuesioner Survei BUMD;;;42.000;;0;;;;0;0;;0;;;0,00 %;;42.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;2.380.000;;0;;;;0;0;;0;;;0,00 %;;2.380.000;;;;
;;;;;;;;;;;;;000457. Perjalanan Pelatihan Petugas PES 2026 khusus pintu baru;;;680.000;;0;;;;0;0;;0;;;0,00 %;;680.000;;;;
;;;;;;;;;;;;;000458. Perjalanan Pelatihan Petugas PES 2027;;;680.000;;0;;;;0;0;;0;;;0,00 %;;680.000;;;;
;;;;;;;;;;;;;000459. Transport Lokal Pelatihan Petugas Survei Bidang Jasa Pariwisata 2026;;;850.000;;0;;;;0;0;;0;;;0,00 %;;850.000;;;;
;;;;;;;;;;;;;000460. Transport Lokal Petugas;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;6.000.000;;0;;;;0;0;;0;;;0,00 %;;6.000.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;6.000.000;;0;;;;0;0;;0;;;0,00 %;;6.000.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;1.000.000;;0;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;;;;;;;000461. Biaya pulsa petugas Survei Bidang Jasa Pariwisata;;;900.000;;0;;;;0;0;;0;;;0,00 %;;900.000;;;;
;;;;;;;;;;;;;000462. Biaya pulsa petugas Survei PES 2026;;;100.000;;0;;;;0;0;;0;;;0,00 %;;100.000;;;;
;;;;;;;522119;;;;;Belanja Langganan Daya dan Jasa Lainnya;;;;5.000.000;;0;;;;0;0;;0;;;0,00 %;;5.000.000;;;;
;;;;;;;;;;;;;000463. Pengurusan ijin masuk bandara/pelabuhan/plb;;;5.000.000;;0;;;;0;0;;0;;;0,00 %;;5.000.000;;;;
;GG.2909;;;;;;;Penyediaan dan Pengembangan Statistik Peternakan, Perikanan, dan Kehutanan;;;;;;;;25.349.000;;0;;;;0;742.000;;742.000;;;2,93 %;;24.607.000;;;;
;;BMA;;;;Data dan Informasi Publik;;;;;;;;;;25.349.000;;0;;;;0;742.000;;742.000;;;2,93 %;;24.607.000;;;;
;;BMA.005;;;;;;;;PUBLIKASI/LAPORAN STATISTIK PETERNAKAN, PERIKANAN, DAN KEHUTANAN ;;;;;;25.349.000;;0;;;;0;742.000;;742.000;;;2,93 %;;24.607.000;;;;
;;;;005;;;;;Dukungan Penyelenggaraan Tugas dan Fungsi Unit;;;;;;;18.221.000;;0;;;;0;342.000;;342.000;;;1,88 %;;17.879.000;;;;
;;;;;005.0A;;;;;;TANPA SUB KOMPONEN;;;;;18.221.000;;0;;;;0;342.000;;342.000;;;1,88 %;;17.879.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;16.011.000;;0;;;;0;342.000;;342.000;;;2,14 %;;15.669.000;;;;
;;;;;;;;;;;;;000464. honor petugas pendataan lapangan laporan pemotongan ternak bulanan;;;4.104.000;;0;;;;0;342.000;;342.000;;;8,33 %;;3.762.000;;;;
;;;;;;;;;;;;;000465. honor petugas pendataan lapangan laporan tahunan perusahaan budidaya ikan;;;75.000;;0;;;;0;0;;0;;;0,00 %;;75.000;;;;
;;;;;;;;;;;;;000466. honor petugas pendataan lapangan laporan tahunan perusahaan peternakan;;;330.000;;0;;;;0;0;;0;;;0,00 %;;330.000;;;;
;;;;;;;;;;;;;000467. honor petugas pendataan lapangan listing survei kesejahteraan petani (skp);;;2.847.000;;0;;;;0;0;;0;;;0,00 %;;2.847.000;;;;
;;;;;;;;;;;;;000468. honor petugas pendataan lapangan survei kesejahteraan petani (skp);;;8.580.000;;0;;;;0;0;;0;;;0,00 %;;8.580.000;;;;
;;;;;;;;;;;;;000469. honor petugas pendataan lapangan survei perusahaan kehutanan;;;75.000;;0;;;;0;0;;0;;;0,00 %;;75.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;2.210.000;;0;;;;0;0;;0;;;0,00 %;;2.210.000;;;;
